id,sentence,num_aspect_terms,aspect_terms,at_polarity
1105,मैं years से इस जाने-पहचाने spot पर आ रहा हूं।,0,[],[]
2609,Overall मैं इसको recommend करूंगा और फिर से back जाऊंगा।,0,[],[]
776,Food बहुत अच्छा था।,1,['Food'],['positive']
272,आप उनकी अच्छी priced वाली wine list में excellent beers on tap के साथ food को pair करें।,4,"['food', 'beers on tap', 'wine list', 'priced']","['neutral', 'positive', 'positive', 'positive']"
461,Staff friendly है जो वास्तव में आपको अपने meal और साथ ही उस company को enjoy करने देता है।,2,"['Staff', 'meal']","['positive', 'positive']"
2830,"जब भी मैं अपने office में चारों ओर noise और congestion से stress महसूस करता हूं, तो मैं Cafe St. Bart को निकल पड़ता हूँ।",0,[],[]
1356,लगता है कि 555Soul ads ने उनके बड़े से modeling career को launch नहीं किया।,0,[],[]
539,Restaurant भले ही small है लेकिन हम lucky थे कि एक table quickly मिल गया।,1,['table'],['positive']
2152,Bagels शानदार हैं।,1,['Bagels'],['positive']
2018,मैं अपने fondue appetizer के बाद pretty much full था।,1,['fondue appetizer'],['neutral']
3551,Extra spice के लिए request करने से पहले थोड़ा CAREFUL रहिए।,1,['spice'],['neutral']
3178,हमे लगा कि यह place foods में बहुत ज्यादा MSG cooking use कर रहा है।,2,"['foods', 'MSG cooking']","['negative', 'negative']"
586,मैं पिछले Wed को Rao's में था।,0,[],[]
2211,और Tom Kha soup बहुत दयनीय था।,1,['Tom Kha soup'],['negative']
2317,मैंने एक Bombay beer के साथ शुरुआत की जो दो के लिए big enough थी।,1,['Bombay beer'],['positive']
370,Kalbi और nebbiolo साथ work करते हैं।,2,"['Kalbi', 'nebbiolo']","['neutral', 'neutral']"
599,"मैंने अब तक का best Italian food खाया (और being Italian, इसके बहुत मायने है)।",1,['Italian food'],['positive']
803,मैं अपने सभी friends को Scopa के wonderful Italian food के लिए उस place पर जाने की सलाह दूंगा।,1,['Italian food'],['positive']
1750,Magnificent block के अंत में located है।,1,['located'],['positive']
737,"यह restaurant कम से कम कहने के लिए time, effort या money के लिए worth नहीं है।",0,[],[]
269,आपके friends आपको इस gem से introduce कराने के लिए thank you कहेंगे!,0,[],[]
3169,आपके average bagel place से थोड़ा अधिक expensive भी है।,1,['bagel'],['neutral']
1199,Sauces का भी use उतना exciting नहीं है।,1,['Sauces'],['negative']
2444,यह secret है कि lunch menu जो हर entree ordere के साथ एक complimentary appetizer offer करता है।,3,"['lunch menu', 'appetizer', 'entree']","['positive', 'positive', 'positive']"
340,Rice poor quality का था और इतना badly cooked था कि वह hard हो गया था।,3,"['Rice', 'quality', 'cooked']","['negative', 'negative', 'negative']"
228,हमारे पास champagne और caviar था और princesses की तरह feel होता था!,2,"['champagne', 'caviar']","['positive', 'positive']"
1118,"यदि आप Roth's जाते हैं तो Mike से served लेने की कोशिश करें, तो वह great है !!",1,['served'],['positive']
2484,"एक month पहले की visit के आधार पर, मैं Christmas के एक week पहले वापस आया और बेहद disappoint था।",0,[],[]
808,मैं फिर जाऊंगा यदि मुझे pay नहीं करना पड़ा।,0,[],[]
2654,मैंने crab cocktail का order दिया और यह एक lime juice concoction में भिगोया गया था जहां आप सभी lime का taste ले सकते थे।,3,"['crab cocktail', 'lime juice concoction', 'lime']","['negative', 'neutral', 'neutral']"
550,"हम इस place पर many times आए हैं, और हमेशा शानदार food, wine और service पाये हैं।",3,"['food', 'wine', 'service']","['positive', 'positive', 'positive']"
3243,"उम्मीद है कि next time, मैं dessert के लिए room बचाऊंगा।",1,['dessert'],['neutral']
1995,"Alain Ducasse सब कुछ के लिए best है, मेरा मतलब है कि सब कुछ excelent था।",0,[],[]
2316,"एक typical pizza joint नहीं, बल्कि low key के लिए nice और night के dinner के लिए fairly सस्ता और अच्छा है।",1,['dinner'],['positive']
486,Corned beef नाजुक था और मेरे mouth में melt हो जाता था।,1,['Corned beef'],['positive']
1290,GO HERE.,0,[],[]
3469,"मेरे पास best Chicken pad tai, जो मैंने कभी लिया है।",1,['Chicken pad tai'],['positive']
3574,हम कुल मिलाकर an hour से अधिक time तक अपनी table पर नहीं थे।,0,[],[]
1662,$20 में आप sushi में बिना हिचक के कुछ भी खा सकते हैं,1,['sushi'],['neutral']
2584,Since मैंने इसे discover किया है यह हमेशा मेरी first choice रही है।,0,[],[]
3205,"Haru बहुत ताज़ा fish serve करता है, एक उभरता, आधुनिक ambiance, Park Avenue South में मुख्य location और मित्रवत service है।",4,"['fish', 'service', 'ambiance', 'location']","['positive', 'positive', 'positive', 'positive']"
528,Winter में warm और friendly और गर्मी के months में outdoor seating की सुविधा।,1,['outdoor seating'],['positive']
2640,"हम बिलकुल थोड़ा tipsy से sake हो गए, नहीं तो Saturday nights क्या girlfriends के साथ नहीं होते?",1,['sake'],['neutral']
291,I loved it and will be back soon.,0,[],[]
3643,"हमेशा से nice crowd, लेकिन कभी loud नहीं",1,['crowd'],['positive']
40,"मेरे turkey burger को बिल्कुल नहीं पकाया गया था, मेरे friends का salmon पूरी तरह से raw था।",2,"['turkey burger', 'salmon']","['negative', 'negative']"
3111,"Service spotty है, कभी-कभी really friendly और कभी-कभी barely ही।",1,['Service'],['conflict']
1340,Decor minimalist और clean है - distract  करने या commend करने के लिए कुछ भी नहीं।,1,['Decor'],['neutral']
1111,"उसके drinks बहुत inventive, स्वादिष्ट और classy हैं।",1,['drinks'],['positive']
2622,"अच्छा food, great prices, great service.",3,"['food', 'prices', 'service']","['positive', 'positive', 'positive']"
3259,यह आपका corner नहीं है Chinese food ले जाइए।,1,['Chinese food'],['neutral']
2495,"हालांकि, यह place Joya और Thai की तुलना में बहुत कम pretension है और Thai food अभी भी above-average है।",2,"['place', 'Thai food']","['positive', 'positive']"
469,"मेरे पति और मैंने यहाँ review पढ़कर खाया भी और साथ ही साथ hobokeni.com,",0,[],[]
3040,"Regular menu से order के लिए try करें, फिर आपको regret नहीं होगा!",1,['menu'],['positive']
513,"हमें कहीं भी बैठने के लिए कहा, और जब हम बैठे तो उन्होंने कहा कि table reserved थी।",1,['table'],['negative']
3011,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",1,['eel'],['neutral']
3454,"हमने lox और mussels के साथ शुरुआत की (अब तक का जो हमने best खाया), और dinner में cod और trout खाया था।",5,"['lox', 'mussels', 'cod', 'trout', 'dinner']","['positive', 'positive', 'neutral', 'neutral', 'neutral']"
3248,"Crispy chicken हमारे लिए नहीं था, फिर भी।",1,['Crispy chicken'],['negative']
2058,JUST AWSOME.,0,[],[]
3291,Food is great.,1,['Food'],['positive']
3190,यहाँ उनके लिए बहुत से variety हैं जो मेरी तरह vegetarian खाते हैं।,0,[],[]
3127,यह place incredibly छोटा है।,1,['place'],['negative']
1236,Problem just इतना है कि यह एक type का affair है।,0,[],[]
3710,Price एक Jersey से अधिक नहीं है लेकिन better है।,1,['Price'],['positive']
663,Fried rice वास्तव में बहुत good है।,1,['Fried rice'],['positive']
1532,मेरे dining experience को uncomfortable बना दिया।,1,['dining experience'],['negative']
1277,It's a steal!,0,[],[]
222,हम internet पर पहले के comments को देखकर इस restaurant में गए।,0,[],[]
3147,मैं इस restaurant से बहुत disappoint था।,0,[],[]
2187,Drinks हमेशा अच्छा बना है और wine selection काफी priced है।,3,"['Drinks', 'wine selection', 'priced']","['positive', 'neutral', 'positive']"
3639,हमने एक house salad भी share किया था जो fresh था।,1,['house salad'],['positive']
2852,Ceiling शानदार है!,1,['Ceiling'],['positive']
221,मैं और मेरी wife NYC में अपना 30th anniversary मना रहे थे।,0,[],[]
2913,मैं glad हूँ कि मुझे इस place पर introduced किया गया था और जो NY में एक rare gem है।,0,[],[]
616,मैंने इसे highly recommend किया।,0,[],[]
3611,"ओह, और strollers के साथ families के लिए यह बहुत tiny है।",0,[],[]
1580,Staff सबसे friendliest था जो New York में देखा गया है।,1,['Staff'],['positive']
2924,"हमारे lemon salad के exception के साथ, जिस पर इतना pepper था कि हमारे eyes से water निकलने लगा, यहाँ का food decent था, पर great नहीं।",3,"['food', 'lemon salad', 'pepper']","['neutral', 'negative', 'negative']"
2414,"Pad thai, lad nar और अन्य विभिन्न सभी dishes paper पर अच्छे लगते हैं लेकिन, मैंने कम asthetically pleasing places पर बेहतर thai food खाया है।",5,"['Pad thai', 'lad nar', 'dishes', 'places', 'thai food']","['conflict', 'conflict', 'conflict', 'negative', 'neutral']"
3321,एकमात्र problem यह है कि manager बिलकुल एक incompetent है।,1,['manager'],['negative']
699,Wine list मज़ेदार है और इसमें कई good values हैं।,1,['Wine list'],['positive']
3173,Murray इसे नहीं करेंगे।,0,[],[]
1370,मैं अभी भी mad हूँ कि मुझे lousy food के लिए pay करना पड़ा।,1,['food'],['negative']
3340,यह restaurant हमारा हमेशा केThursday night का dinner location हुआ करता था।,1,['dinner location'],['neutral']
3334,"यदि आपके abroad से अच्छे Indian restaurant food आदि हैं, तो अवश्य जाएं।",1,['Indian restaurant food'],['positive']
2278,"Menu choices similar हैं, लेकिन दिखते हुए taste की तुलना में flavor की कमी अधिक थी।",3,"['taste', 'Menu choices', 'flavor']","['negative', 'neutral', 'negative']"
1324,सभी Dosa lovers के लिए आवश्यक।,1,['Dosa'],['positive']
1477,"Portions बहुत HUGE हैं, इसलिए two people के लिए तीन things में बांटकर (एक appetizer और entree per person के लिए) order करना अच्छा हो सकता है।",3,"['Portions', 'appetizer', 'entree']","['positive', 'neutral', 'neutral']"
3025,मैं sure हूँ कि मैं final judgement पर return आऊंगा।,0,[],[]
239,"Of course, यह crowded है लेकिन care कौन करता है।",0,[],[]
2765,यह quaint और romantic trattoria मेरे Manhattan restaurant की list में सबसे ऊपर पर है।,0,[],[]
686,मैं three times वहां गया और हमेशा wonderful experiences रहा।,0,[],[]
1564,People हमेशा friendly होते हैं।,1,['People'],['positive']
1069,Cream cheeses इस world से अलग है और मैं वह coffee पसंद करता हूँ!!,2,"['Cream cheeses', 'coffee']","['positive', 'positive']"
3118,Entrees से drinks sides तक सब कुछ creatively बनाया गया था फिर भी simple है।,3,"['Entrees', 'sides', 'drinks']","['positive', 'positive', 'positive']"
3665,"Chance एक छोटा cozy restaurant है, जिसमें romantic feel है, decor बहुत शानदार है।",1,['decor'],['positive']
1128,"यह nice और fresh था, लेकिन मैं इसे authentic thai होने के नाते high scores नहीं दे सकता।",1,['thai'],['negative']
566,"Club soda, filled with ice, no lime मिला।",1,"['Club soda, filled with ice, no lime']",['neutral']
1576,इस place को cost करने के लिए owners के afortune बढ़ने चाहिए।,2,"['owners', 'cost']","['neutral', 'negative']"
3223,मेरे mouth से केवल इस restaurant के delight के बारे में सोचकर watering होने लगता है।,0,[],[]
3214,मैं other locations पर नहीं गया हूं।,0,[],[]
3434,"Oh, और मुफ्त pudding dessert मात्र ही पर्याप्त- yummy थी!",1,['pudding dessert'],['positive']
2687,People suit या evening gowns के साथ-साथ shirts jeans भी पहनते हैं।,0,[],[]
2064,हमने एक स्वादिष्ट vegetable samosa और malai tikka wrap तोड़ा है।,2,"['vegetable samosa', 'malai tikka wrap']","['positive', 'positive']"
626,हम village में walk कर रहे थे और कुछ drinks के लिए इस place पर गए।,1,['drinks'],['neutral']
1673,Decent wine selection too.,1,['wine selection'],['positive']
1706,Friends के group के साथ जाएं और आप एक great time बिताएँगे।,0,[],[]
3623,यह NY में खाने के लिए हमारे favorite places में से एक है।,0,[],[]
2420,"Place crowded हो जाता है, इसलिए मैं 4-5 बजे के बीच जाने के लिए recommend करता हूं।",0,[],[]
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2418,"Bread soft paratha bread है (plain bread से अलग जो वे Calcutta में use करते हैं), और stuffing tandoori style की है और बहुत flavorful है।",5,"['Bread', 'paratha bread', 'bread', 'stuffing', 'tandoori']","['positive', 'positive', 'negative', 'positive', 'positive']"
2555,"Service friendly है, prices अच्छे हैं - delivery time थोड़ा धीमा था, लेकिन रास्ते के लिए pizza को taste करते हैं, मैं इसे overlook करने की सोचुंगा।",4,"['Service', 'prices', 'delivery time', 'pizza']","['positive', 'positive', 'negative', 'positive']"
2688,Food pricey हो सकता है लेकिन prixe fixe tasting menu अच्छे price में सबसे अच्छा food है और वे food को किसी भी food allergies या food में cater करते हैं जिसे आप पसंद नहीं करते हैं।,6,"['Food', 'food', 'price', 'food', 'food', 'food']","['conflict', 'positive', 'positive', 'positive', 'neutral', 'negative']"
2737,"Service कमाल, decor शानदार, और food स्वादिष्ट और large portions में आता है।",4,"['Service', 'decor', 'food', 'portions']","['positive', 'positive', 'positive', 'positive']"
467,A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,0,[],[]
2440,एक बेहतर service.,1,['service'],['positive']
1570,"हालांकि food ऐसा है, कि कोई क्या expect करे।",1,['food'],['neutral']
2244,मुझे उनका Thai noodles with shrimp and chicken and coconut juice बिलकुल पसंद है।,1,['Thai noodles with shrimp and chicken and coconut juice'],['positive']
1781,मुझे Yon stars में से Yon बिलकुल देना चाहिए।,0,[],[]
3606,Pizza really में अच्छा था।,1,['Pizza'],['positive']
1454,"इस last point का केवल एक possible drawback है कि इसके posting के date से, अलग से जोड़े गए menu items केवल Chinese में लिखे होंगे।",1,['menu items'],['negative']
3543,"Food average है, और मैं कहना चाहूँगा कि chain restaurant Baluchi's का taste अच्छा है।",1,['Food'],['neutral']
1206,Place छोटा और cramped है लेकिन food शानदार है।,2,"['Place', 'food']","['negative', 'positive']"
2648,Food tasty है और portion sizes ठीक है।,2,"['Food', 'portion sizes']","['positive', 'positive']"
1070,थोड़ी crowded है लेकिन वे उस line को really fast move करते हैं।,0,[],[]
642,Enjoy!!!,0,[],[]
493,Kosher dills आपके unforgetable sandwich के लिए एक perfect compliment है और वे आपको बहुत सारा देते हैं।,2,"['Kosher dills', 'sandwich']","['positive', 'positive']"
2694,Kudos to Po!,0,[],[]
621,Entertainment कमाल था उनके पास shows हैं जो पूरे dinner तक चलते रहे।,3,"['shows', 'dinner', 'Entertainment']","['positive', 'neutral', 'positive']"
1888,मेरा boyfriend और मैं कुछ days के लिए NY में थे और Pastis एक place था जो recommend किया गया था।,0,[],[]
238,Food काफी cheap है और waiters बहुत अच्छे हैं।,2,"['Food', 'waiters']","['positive', 'positive']"
1164,वहाँ food इतना अच्छा है कि order करने के लिए wait करना भी शानदार लगता है।,2,"['food', 'wait']","['positive', 'negative']"
30,मेरे सबसे recent visit पर bartender इतना incredibly rude था कि मैं वहाँ फिर कभी नहीं जाऊँगा।,1,['bartender'],['negative']
2273,"उनके sushi, Kamikaze और दूसरे Rolls ताज़े हैं और अच्छे से presented हैं।",3,"['sushi', 'Kamikaze', 'Rolls']","['positive', 'positive', 'positive']"
429,"Authentic Thai food के लिए, Toons के अलावा कहीं मत जाओ।",1,['Thai food'],['positive']
589,"यह true है, आपको लगता है कि आप Goodfellas में खोये हैं।",0,[],[]
289,मैंने other review पढ़ा और कहना है कि मुझे last sunday यहाँ बिलकुल opposite experience हुआ।,0,[],[]
1846,"Night की highlight मेरी तरफ से fries के लिये mayonaisse थी जिसे मैंने एक food runners से receive किया था, जो अच्छा नहीं लग रहा है और bill लगभग $100 का है।",4,"['mayonaisse', 'food runners', 'bill', 'fries']","['negative', 'neutral', 'negative', 'negative']"
958,"मैंने एक special के साथ जाना पसंद किया, braised lamb shank in red wine, जो excellent था ",2,"['braised lamb shank in red wine', 'special']","['positive', 'positive']"
110,यदि किसी को doubt है कि वह wines के बारे में ज्यादा नहीं जानता तो कृपया अपना wine list देखे।,2,"['wines', 'wine list']","['neutral', 'positive']"
3514,Never again!,0,[],[]
2402,"मेरा एकमात्र concern सभी business waitstaff के साथ है, जो आपको बाहर निकालते हुए food order करते हैं और नीचे throw कर देते हैं।",2,"['waitstaff', 'food']","['negative', 'neutral']"
1612,Have the iced tea.,1,['iced tea'],['positive']
2826,Park avenue को लेकर मैंने बहुत कुछ expect किया था।,0,[],[]
3401,"Main entree के लिए छोटी servings, मैंने salmon (impressed नहीं था) खाया और girlfriend ने chicken खाया, यह अच्छा था।",4,"['salmon', 'chicken', 'servings', 'entree']","['negative', 'positive', 'negative', 'negative']"
35,So rude.,0,[],[]
1226,आप असल में 2 salads worth पा सकते हैं यदि आप इसे home ले जाएं और इसमें कुछ lettuce जोड़ें!,2,"['salads', 'lettuce']","['negative', 'neutral']"
3544,Ambience बहुत romantic है और definitely date करने के लिए एक अच्छा place है।,2,"['Ambience', 'place']","['positive', 'positive']"
2304,वे FAST हैं।,0,[],[]
3688,"यह restaurant की तुलना में bar की तरह अधिक popular है, कुछ tables के साथ waiter और bartender होते हैं, लेकिन हमने unobtrusive atmosphere को अच्छे से enjoy किया।",5,"['bar', 'tables', 'waiter', 'bartender', 'atmosphere']","['positive', 'negative', 'neutral', 'neutral', 'positive']"
1182,"इस price के लिए food बहुत अच्छा है, अधिकांश fried dumplings से better है जो अबतक मैंने खायें हैं।",3,"['food', 'price', 'fried dumplings']","['positive', 'positive', 'negative']"
1303,NY में better prices में बहुत से अच्छे places हैं।,1,['prices'],['negative']
1064,"काफी neighborhoody है, बहुत quick और sufficient है।",0,[],[]
212,Obv caviar line के सबसे top पर है लेकिन बाँकी का menu सब बहुत diverse है और यह बहुत से different varietis को taste करने का chance देता है।,2,"['Obv caviar', 'menu']","['positive', 'positive']"
1313,मैंने एक week पहले यहाँ खाया और देखा कि अधिकतर dishes average से ज्यादा best और काफी expensive है।,1,['dishes'],['negative']
1647,"सबकुछ delicious है, जबकि, मेरी gf और मैं यहाँ कभी-कभी week में एक बार आते हैं- आप भी addicted हो जाएंगे! ",0,[],[]
1982,और मैं बिना cigar smoke किए जा सकता था।,0,[],[]
2902,"फिर भी, एक बार try करें, कि यदि तुम food को चाहते रहोगे, यह तुम्हारा सबसे best dining experiences कहा जा सकेगा।",2,"['food', 'dining experiences']","['neutral', 'positive']"
415,मैंने food के लिए one hour से ज्यादा wait किया।,1,['food'],['neutral']
1942,हमारे waiter और सभी people जो उसकी help कर रहे थे attentive और genuine थे।,1,['waiter'],['positive']
1894,यह place BISTRO है जिसका मतलब है: हलचल भरे atmosphere में simple dishes और wine efficiently served किए जाते हैं। ,5,"['place', 'dishes', 'wine', 'atmosphere', 'served']","['positive', 'positive', 'positive', 'positive', 'positive']"
153,City में यह एक सबसे अच्छा comfort food place है।,1,['comfort food'],['positive']
1346,"कुल मिलाकर, वहाँ ingredients और technique है और मुझे lunch या dinner पर return होने के लिए काफी encourage किया जाता है, यह देखने के लिए कि क्या flavour palette की boldness improve होती है।",4,"['ingredients', 'technique', 'lunch', 'dinner']","['positive', 'positive', 'neutral', 'neutral']"
3585,मैंने roll पर एक huge pastrami sandwich खाया था।,1,['pastrami sandwich'],['positive']
204,"भले ही आप table पर undoubtedly बैठे हुए होंगे जो थोड़ा room के जैसा दिखता हो (no matter कि आपके party का size क्या है), यह warm atmosphere cramped quarters के लिए worth है- आपको मज़ा आयेगा और उस tight spot को भूल जाएंगे जिसमें आप हैं।",4,"['table', 'atmosphere', 'room', 'spot']","['negative', 'positive', 'negative', 'negative']"
3216,Fish fresh नहीं था और rice पुराना और बासी था।,2,"['Fish', 'rice']","['negative', 'negative']"
1686,"Lunch special के लिए $6.25 का price देखते हुए, dish ridiculously small था।",3,"['price', 'dish', 'Lunch special']","['negative', 'negative', 'negative']"
2419,यह Indian Fast Food का pinnacle (मेरे opinion में सभी fast foods) है।,1,['Indian Fast Food'],['positive']
713,"बशर्ते, जितनी तुम्हारी bad service होगी, उतना कम money तुम्हें tip में देना है।
",3,"['service', 'money', 'tip']","['negative', 'negative', 'negative']"
2581,हमे अब एक four-star restaurant में जाने की कोई जरूरत नहीं है।,0,[],[]
97,Wine list भी वास्तव में अच्छी है।,1,['Wine list'],['positive']
161,मैंने अपने friend को thank किया जिसने मुझे इस restaurant को recommend किया और पक्का इसे दूसरों को भी recommend करेगा।,0,[],[]
1376,मैं next week भी रुकने का plan कर रहा हूँ।,0,[],[]
329,"Service कमाल की थी, जहां oysters के आते ही एक sensual होकर दिखता है, और price को beat नहीं किया जा सकता है। ",3,"['Service', 'oysters', 'price']","['positive', 'positive', 'positive']"
1067,"Ess-a की तुलना में, Tal एक कम doughy bagel offer करता है!",1,['bagel'],['negative']
98,Ballato's लगातार स्वादिष्ट authentic italian food रहा है।,1,['italian food'],['positive']
2006,"Service attentive थी, फिर भी discreet है।",1,['Service'],['positive']
1721,"एक retired hipster के रूप में, मैं कुछ हद तक निश्चित कह सकता हूं कि last year के जैसे Lucky Strike city में late night तक सबसे अच्छी laid-back रही।",0,[],[]
690,उन prices और बनाए गए atmosphere के लिए जो आपसे अधिक expect करते हैं और अधिक पाना चाहते हैं।,2,"['prices', 'atmosphere']","['negative', 'negative']"
3251,"तब, यदि वे phone का answer देते हैं, तो आप lucky हैं कि वे आप पर hang up नहीं करते हैं।",0,[],[]
2272,वे same menu offer करते हैं लेकिन कुछ creative drinks है जो alcohol और cheeky names से loaded है--मगर ये उसका cost लेते हैं।  ,2,"['menu', 'drinks']","['neutral', 'positive']"
601,हम Friday night को Jekyll और Hyde restaurant में खाने गए और वाकई fun atmosphere और good food को enjoy किया।,2,"['atmosphere', 'food']","['positive', 'positive']"
615,Food थोड़ा tradional था लेकिन यह hot और large portions के साथ अच्छा था।,2,"['Food', 'portions']","['positive', 'positive']"
2162,Highly recommended to all!,0,[],[]
2800,highly recommended.,0,[],[]
2525,"जब तक आप pizzeria side के इस place में नहीं खा रहे हैं, और rush में नहीं हैं, यह place एक bad idea है।",2,"['place', 'place']","['negative', 'negative']"
1190,आपको service बहुत increase करना है,1,['service'],['negative']
2336,Ambiance कुछ खास romantic नहीं है लेकिन management try करता है।,2,"['Ambiance', 'management']","['negative', 'positive']"
